記錄號碼,更新人,建立人,更新時間,建立時間,客戶/供應商代號,客戶/供應商名稱,客戶/供應商類型,統一編號,客戶類別,負責業務 (擇一即可),收貨地址(可刪除),供應商類別,國別/城市別,產業類別 (類型為客戶時才顯示),客戶/供應商集團,發票地址,付款條件,付款方式,結帳日,特殊要求,幣別,運輸條件,公司網站,公司電話,公司傳真,發票郵遞區號,收貨郵遞區號(可刪除),負責業務(NAME)(擇一即可),業績歸屬,供應商簡碼,員工編號,員工姓名,清洗後地址,Latitude,Longitude
3809,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0209,宏旺工業有限公司,Customer,54110118,Local Customer,Darren,桃園市平鎮區金陵路五段123號,,TW-N4 Taoyuan,Repair Service,宏旺工業有限公司,桃園市平鎮區金陵路五段123號,Cash on Delivery,Cash,25.0,,TWD,,,+886 3 450 8670,+886 3 450 8639,32464,32464,Darren Chang,Jack,,T023,張宏銘,桃園市平鎮區金陵路五段123號,24.907816,121.231052
3553,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0208,Automatyka Pomiary Sterowanie S.A.,Customer,,Int'l Customer,Kent,,,PL Poland,Others,Automatyka Pomiary Sterowanie S.A.,,Prepaid,Remittance,25.0,,USD,EXW,,+48 85 748 3444,+48 85 748 3444,,,Kent Feng,Kent,,T001,馮耀賢,,,
3810,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0207,合鼎電機有限公司,Customer,54606814,Local Customer,Darren,台中市潭子區大豐一路227-19號,,TW-M2 Taichung,Induction Heating,合鼎電機有限公司,台中市潭子區大豐一路227-19號,EOM 30,Check,25.0,,TWD,,,+886 4 2535 7007,+886 4 2535 7003,42756,42756,Darren Chang,Jack,,T023,張宏銘,台中市潭子區大豐一路227-19號,24.210107,120.686031
3811,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0206,廣德明電機有限公司,Customer,86365458,Local Customer,Darren,台中市北屯區大連北街2巷32號,,TW-M2 Taichung,Others,廣德明電機有限公司,台中市北屯區大連北街2巷32號,EOM 30,Check,25.0,,TWD,,,+886 4 2291 7870,+886 4 2293 0387,40667,40667,Darren Chang,Jack,,T023,張宏銘,台中市北屯區大連北街2巷32號,24.177812,120.675388
3812,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0205,正頻企業股份有限公司,Customer,84245872,Local Customer,Darren,台中市新社區中和街五段33巷57號2樓,,TW-M2 Taichung,Motor Drive,正頻企業股份有限公司,台中市新社區中和街五段33巷57號2樓,EOM 30,Check,25.0,,TWD,,,+886 4 2581 6866,+886 4 2582 4889,42643,42643,Darren Chang,Jack,,T023,張宏銘,台中市新社區中和街五段33巷57號,24.25339,120.808938
3554,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0204,Carlsson Trading International Ltd.,Customer,,Int'l Customer,Kent,,,UK United Kingdom,Others,Carlsson Trading International Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+44 20 8432 6064,+44 20 8432 6064,,,Kent Feng,Kent,,T001,馮耀賢,,,
3555,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0203,HF Power Ltd.,Customer,,Int'l Customer,Kent,,,NZ New Zealand,Others,HF Power Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+64 21 2158 327,+64 21 2158 327,,,Kent Feng,Kent,,T001,馮耀賢,,,
3813,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0202,立賀實業社,Customer,31702857,Local Customer,Darren,新北市板橋區崑崙里篤行路二段1巷1之5號7樓,,TW-N2 New Taipei,Repair Service,立賀實業社,新北市板橋區崑崙里篤行路二段1巷1之5號7樓,Cash on Delivery,Remittance,25.0,,TWD,,,,,23543,23543,Darren Chang,Jack,,T023,張宏銘,新北市板橋區崑崙里篤行路二段1巷1之5號,24.993262,121.432448
3814,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0201,匯源科技股份有限公司,Customer,54706882,Local Customer,Darren,新北市中和區莒光路3巷6號1F,,TW-N2 New Taipei,Others,匯源科技股份有限公司,新北市中和區莒光路3巷6號1F,Cash on Delivery,Cash,25.0,,TWD,,,+886 2 2223 0030,+886 2 2228 1782,23543,23543,Darren Chang,Jack,,T023,張宏銘,新北市中和區莒光路3巷6號,25.005949,121.472337
3556,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0200,Weld i.t Ltd.,Customer,,Int'l Customer,Kent,,,NZ New Zealand,Welding Machine,Weld i.t Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+64 9636 0916,+64 9636 0917,,,Kent Feng,Kent,,T001,馮耀賢,,,
3815,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0199,台灣未來國際工業股份有限公司,Customer,16095397,Local Customer,Darren,台北市內湖區瑞光路439號8樓,,TW-N1 Taipei,Others,台灣未來國際工業股份有限公司,台北市內湖區瑞光路439號8樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2657 9900,+886 2 2657 9910,11492,11492,Darren Chang,Jack,,T023,張宏銘,台北市內湖區瑞光路439號,25.078817,121.571104
3816,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0198,禾宇精密科技股份有限公司,Customer,16159791,Local Customer,Darren,新北市樹林區柑園街二段122巷10號8樓,,TW-N2 New Taipei,Others,禾宇精密科技股份有限公司,新北市樹林區柑園街二段122巷10號8樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 8226 1218,+886 2 8228 0277,23853,23853,Darren Chang,Jack,,T023,張宏銘,新北市樹林區柑園街二段122巷10號,24.955359,121.383979
3557,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0197,Noydam,Customer,,Int'l Customer,Kent,,,BY Belarus,Others,Noydam,,Prepaid,Remittance,25.0,,USD,EXW,,+375 1728 42983,+375 1728 42983,,,Kent Feng,Kent,,T001,馮耀賢,,,
3817,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0196,三和機電工業股份有限公司,Customer,86102929,Local Customer,Darren,桃園市觀音區成功路一段502之1號,,TW-N4 Taoyuan,Repair Service,三和機電工業股份有限公司,桃園市觀音區成功路一段502之1號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 483 8881,+886 3 483 8883,32844,32844,Darren Chang,Jack,,T023,張宏銘,桃園市觀音區成功路一段502之1號,25.055468,121.131912
3558,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0195,EFD Induction France,Customer,,Int'l Customer,Kent,,,FR France,Induction Heating,EFD Induction France,,Prepaid,Remittance,25.0,,EUR,EXW,,+33 4 76 69 03 44,+33 4 76 69 03 44,,,Kent Feng,Kent,,T001,馮耀賢,,,
3818,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0194,華新麗華股份有限公司,Customer,67929512,Local Customer,Darren,台南市鹽水區汫水里溪州寮12鄰3-10號,,TW-S2 Tainan,Others,華新麗華股份有限公司,台南市鹽水區汫水里溪州寮12鄰3-10號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 652 0911,+886 6 652 0954,73743,73743,Darren Chang,Jack,,T023,張宏銘,台南市鹽水區汫水里溪州寮12鄰3-10號,23.341873,120.280183
3559,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0193,Edo components s.r.l.,Customer,,Int'l Customer,Kent,,,IT Italy,Distributor,Edo components s.r.l.,,Prepaid,Remittance,25.0,,EUR,EXW,,+39 02 4570 0794,+39 02 4570 0794,,,Kent Feng,Kent,,T001,馮耀賢,,,
3560,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0192,Politechnika Bialostocka,Customer,,Int'l Customer,Kent,,,PL Poland,Others,Politechnika Bialostocka,,Prepaid,Remittance,25.0,,USD,EXW,,+48 85 746 9376,+48 85 746 9376,,,Kent Feng,Kent,,T001,馮耀賢,,,
3561,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0191,"Zephyr Technologies (HK), Co., Ltd.",Customer,,Int'l Customer,Kent,,,BR Brazil,Distributor,"Zephyr Technologies (HK), Co., Ltd.",,Prepaid,Remittance,25.0,,USD,EXW,,+52 33 3123 0790,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3819,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0190,世泰電子股份有限公司,Customer,36226397,Local Customer,Darren,台北市萬華區環河南路二段236之1號4樓,,TW-N2 New Taipei,Others,世泰電子股份有限公司,新北市汐止區大安街56巷33弄5號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 8648 6649,,22178,10857,Darren Chang,Jack,,T023,張宏銘,台北市萬華區環河南路二段236之1號,25.03352,121.49231
3820,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0189,杰力士電機實業有限公司,Customer,28143628,Local Customer,Darren,新北市樹林區中山路三段141號,,TW-N2 New Taipei,SCR Controller/Soft Starters,杰力士電機實業有限公司,新北市樹林區中山路三段141號,EOM 30,Check,25.0,,TWD,,,+886 2 2668 9900,+886 2 2668 6622,23852,23852,Darren Chang,Jack,,T023,張宏銘,新北市樹林區中山路三段141號,24.973071,121.396245
3821,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0188,泰昌電機事業有限公司,Customer,69705094,Local Customer,Darren,台南市安南區開安路20號(和順工業區),,TW-S2 Tainan,Others,泰昌電機事業有限公司,台南市安南區開安路20號(和順工業區),EOM 30,Check,25.0,,TWD,,,+886 6 355 0155,+886 6 355 0159,70945,70945,Darren Chang,Jack,,T023,張宏銘,台南市安南區開安路20號,23.04556,120.222436
3822,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0187,現代超音波有限公司,Customer,80115237,Local Customer,Darren,桃園市桃園區國強十三街103號1樓,,TW-N4 Taoyuan,Ultrasonic,現代超音波有限公司,桃園市桃園區國強十三街103號1樓,Cash on Delivery,Check,25.0,,TWD,,,+886 3 360 0728,+886 3 360 0720,33057,33057,Darren Chang,Jack,,T023,張宏銘,桃園市桃園區國強十三街103號,24.991914,121.27493
3823,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0186,詳禾科技有限公司,Customer,28485342,Local Customer,Darren,台北市中正區新生南路一段6號4樓,,TW-N1 Taipei,Others,詳禾科技有限公司,台北市中正區新生南路一段6號4樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2393 4688,+886 2 2393 0488,10058,10058,Darren Chang,Jack,,T023,張宏銘,台北市中正區新生南路一段6號,25.041168,121.53225
3824,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0185,基陽電機有限公司,Customer,4479623,Local Customer,Darren,台北市大同區赤峰街49巷12號,,TW-N1 Taipei,Welding Machine,基陽電機有限公司,台北市大同區赤峰街49巷12號,EOM 30,Check,25.0,,TWD,,,+886 2 2558 1883,+886 2 2559 0494,10353,10353,Darren Chang,Jack,,T023,張宏銘,台北市大同區赤峰街49巷12號,25.055686,121.519971
3562,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0184_1,普詮電子(香港)股份有限公司,Customer,,Int'l Customer,Darren,"Unit 1906, 19/F, Grandtech Centre, No. 8, On Ping St., Siu Lik Yuen, Shatin, N.T., Hong Kong",,HK Hong Kong,Distributor,普詮電子股份有限公司,"Unit 1906, 19/F, Grandtech Centre, No. 8, On Ping St., Siu Lik Yuen, Shatin, N.T., Hong Kong",EOM 30,Remittance,25.0,,USD,EXW,,+852 3176 5166,+852 3176 5216,,,Darren Chang,Jack,,T023,張宏銘,"Unit 1906, 19/F, Grandtech Centre, No. 8, On Ping St., Siu Lik Yuen, Shatin, N.T., Hong Kong",,
3825,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0184,普詮電子股份有限公司,Customer,96932086,Local Customer,Darren,新北市新店區寶興路45巷3號2樓,,TW-N2 New Taipei,Distributor,普詮電子股份有限公司,新北市新店區北新路三段205-2號10樓,EOM 30,Remittance,25.0,,TWD,,,+886 2 7741 7000,+886 2 7741 7007,23143,23145,Darren Chang,Jack,,T023,張宏銘,新北市新店區寶興路45巷3號,24.973823,121.549865
3826,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0183,新普科技股份有限公司,Customer,86620351,Local Customer,Darren,新竹縣湖口鄉八德路二段656號,,TW-N5 Hsinchu,Testing Equipment,新普科技股份有限公司,新竹縣湖口鄉八德路二段471號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 569 5920,+886 3 569 5931,30348,303103,Darren Chang,Arron,,T023,張宏銘,新竹縣湖口鄉八德路二段656號,24.884764,121.078395
3827,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0182,建凱機電科技股份有限公司,Customer,16258434,Local Customer,Darren,桃園市中壢區龍興路723號,,TW-N4 Taoyuan,Others,建凱機電科技股份有限公司,桃園市中壢區龍興路723號,EOM 30,Remittance,25.0,,TWD,,,+886 3 456 7205,+886 3 436 7580,32091,32091,Darren Chang,Jack,,T023,張宏銘,桃園市中壢區龍興路723號,24.946107,121.245846
3828,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0181,肯福達科技有限公司,Customer,53475075,Local Customer,Darren,彰化縣溪湖鎮糖友街31巷2弄4號,,TW-M3 Changhua,Others,肯福達科技有限公司,彰化縣溪湖鎮糖友街31巷2弄4號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 837 8870,+886 4 836 4251,51442,51442,Darren Chang,Jack,,T023,張宏銘,彰化縣溪湖鎮糖友街31巷2弄4號,23.952113,120.478153
3829,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0180,三鐵企業社,Customer,25929737,Local Customer,Darren,高雄市大社區大吉路91-1號,,TW-S3 Kaohsiung,Welding Machine,三鐵企業社,高雄市大社區大吉路91-1號,EOM 30,Check,25.0,,TWD,,,+886 7 352 4425,+886 7 352 8065,81544,81544,Darren Chang,Jack,,T023,張宏銘,高雄市大社區大吉路91-1號,22.734907,120.349584
3830,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0179,偉鵬科技有限公司,Customer,27792125,Local Customer,Darren,苗栗縣苑裡鎮玉田里70-5號,,TW-M1 Miaoli,Others,偉鵬科技有限公司,苗栗縣苑裡鎮玉田里70-5號,Cash on Delivery,Check,25.0,,TWD,,,+886 3 774 0478,+886 3 774 4438,35809,35809,Darren Chang,Jack,,T023,張宏銘,苗栗縣苑裡鎮玉田里70-5號,24.391607,120.68353
3831,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0178,鎰福電子股份有限公司,Customer,23745777,Local Customer,Darren,新北市汐止區大同路二段139號1樓,,TW-N2 New Taipei,Power Supply,鎰福電子股份有限公司,新北市汐止區大同路二段139號1樓,EOM 60,Remittance,25.0,,TWD,,,+886 2 8692 6979,+886 2 8692 6982,22183,22183,Darren Chang,Jack,,T023,張宏銘,新北市汐止區大同路二段139號,25.064388,121.65101
3563,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0177,SCT Electronic,Customer,,Int'l Customer,Kent,,,TR Turkey,Others,SCT Electronic,,Prepaid,Remittance,25.0,,USD,EXW,,+90 224 211 2140,+90 224 211 2140,,,Kent Feng,Kent,,T001,馮耀賢,,,
3564,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0176,Flex Welding Equipemnt Sdn. Bhd.,Customer,,Int'l Customer,Kent,,,MY Malaysia,Welding Machine,Flex Welding Equipemnt Sdn. Bhd.,,Prepaid,Remittance,25.0,,USD,EXW,,+60 3 7845 4478,+60 3 7845 4478,,,Kent Feng,Kent,,T001,馮耀賢,,,
3832,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0175,許木鵬,Customer,,Local Customer,Darren,彰化縣田中鎮大福街50號,,TW-M3 Changhua,Others,許木鵬,彰化縣田中鎮大福街50號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 875 4643,+886 4 875 9289,52045,52045,Darren Chang,Jack,,T023,張宏銘,彰化縣田中鎮大福街50號,23.855,120.584136
3833,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0174,台林電通股份有限公司,Customer,12278439,Local Customer,Darren,桃園市蘆竹區內厝村榮安路10號,,TW-N4 Taoyuan,Others,台林電通股份有限公司,桃園市蘆竹區內厝村榮安路10號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 322 2201,+886 3 312 7264,33852,33852,Darren Chang,Jack,,T023,張宏銘,桃園市蘆竹區內厝村榮安路10號,25.061711,121.283924
3834,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0173_1,高式電力科技股份有限公司,Customer,24904560,Local Customer,Darren,台南市永康區永科環路255號(永康科技園區),,TW-S2 Tainan,Others,高式電力科技股份有限公司,台南市永康區中正路279巷21弄59號(亞太工業區),Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 232 3927,+886 6 203 8910,71043,71041,Darren Chang,Jack,,T023,張宏銘,台南市永康區永科環路255號,23.037215,120.275402
3835,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0173,馗鼎奈米科技股份有限公司,Customer,12924133,Local Customer,Darren,台南市永康區永科環路255號(永康科技園區),,TW-S2 Tainan,Plasma/Pulse Power Supply,馗鼎奈米科技股份有限公司,台南市永康區中正路279巷21弄59號(亞太工業區),EOM 30,Remittance,25.0,,TWD,,,+886 6 232 3927,+886 6 203 8910,71043,71041,Darren Chang,Jack,,T023,張宏銘,台南市永康區永科環路255號,23.037215,120.275402
3836,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0172,遠品有限公司,Customer,16026097,Local Customer,Darren,新北市新莊區中港路207巷2號,,TW-N2 New Taipei,Motor Drive,遠品有限公司,新北市新莊區中港路207巷2號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2992 3355,+886 2 2992 3395,24245,24245,Darren Chang,Jack,,T023,張宏銘,新北市新莊區中港路207巷2號,25.04106,121.45482
3837,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0171,緻鎰企業股份有限公司,Customer,22053851,Local Customer,Darren,新北市板橋區中正路326巷4弄4號1樓,,TW-N2 New Taipei,Induction Heating,緻鎰企業股份有限公司,新北市板橋區中正路326巷4弄4號1樓,EOM 30,Check,25.0,,TWD,,,+886 2 2966 6819,+886 2 2965 4612,22052,22052,Darren Chang,Jack,,T023,張宏銘,新北市板橋區中正路326巷4弄4號,25.021465,121.454866
3838,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0170,伊路發電機有限公司,Customer,16861031,Local Customer,Darren,新北市汐止區大同路三段250號,,TW-N2 New Taipei,Welding Machine,伊路發電機有限公司,新北市汐止區大同路三段250號,Cash on Delivery,Check,25.0,,TWD,,,+886 2 8648 5257,+886 2 8648 5262,22173,22173,Darren Chang,Jack,,T023,張宏銘,新北市汐止區大同路三段250號,25.072055,121.676046
3839,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0169,明道學校財團法人明道大學,Customer,19275204,Local Customer,Darren,彰化縣埤頭鄉文化路369號,,TW-M3 Changhua,Research Institution,明道學校財團法人明道大學,彰化縣埤頭鄉文化路369號,Cash on Delivery,Remittance,25.0,,TWD,,,,,52345,52345,Darren Chang,Jack,,T023,張宏銘,彰化縣埤頭鄉文化路369號,23.869348,120.494728
3840,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0168,竝峰電機有限公司,Customer,5020069,Local Customer,Darren,新北市新莊區新樹路244巷83號,,TW-N2 New Taipei,Others,竝峰電機有限公司,新北市新莊區新樹路244巷83號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2203 4506,+886 2 2204 0998,24262,24262,Darren Chang,Jack,,T023,張宏銘,新北市新莊區新樹路244巷83號,25.020097,121.43096
3841,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0167,大佶機電股份有限公司,Customer,52517787,Local Customer,Darren,台中市大里區工業十二路22號,,TW-M2 Taichung,Welding Machine,大佶機電股份有限公司,台中市大里區工業十二路22號,EOM 30,Check,25.0,,TWD,,,+886 4 2491 4588,+886 4 2491 5603,41280,41280,Darren Chang,Jack,,T023,張宏銘,台中市大里區工業十二路22號,24.101568,120.715592
3842,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0166,金銲機電廠股份有限公司,Customer,52622535,Local Customer,Darren,台中市霧峰區四德路498巷13號,,TW-M2 Taichung,Welding Machine,金銲機電廠股份有限公司,台中市霧峰區四德路498巷13號,EOM 30,Remittance,25.0,,TWD,,,+886 4 2333 4589,+886 4 2333 1788,41356,41356,Darren Chang,Jack,,T023,張宏銘,台中市霧峰區四德路498巷13號,24.062991,120.666726
3843,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0165,吉瀚有限公司,Customer,16002193,Local Customer,Darren,苗栗縣頭份市東庄里八德一路77號,,TW-M1 Miaoli,Induction Heating,吉瀚有限公司,苗栗縣竹南鎮崎頂里北戶7鄰32號,EOM 30,Check,25.0,,TWD,,,+886 3 747 4945,+886 3 746 7464,35054,35155,Darren Chang,Jack,,T023,張宏銘,苗栗縣頭份市東庄里八德一路77號,24.687833,120.892782
